cluster	rep_chain	chain
8799	7pva:D	7pva:D
8800	7pvc:A	7pvc:A
8801	7pvm:A	7pvm:A
8802	7pvn:B	7pvn:B
8803	7pxg:A	5tj6:A
8803	7pxg:A	7pxg:A
8803	7pxg:A	7pxg:B
8803	7pxg:A	7pxg:C
8803	7pxg:A	7pxg:D
8803	7pxg:A	7yo3:A
8803	7pxg:A	8ghf:A
8803	7pxg:A	8ghf:B
8803	7pxg:A	8ghf:C
8803	7pxg:A	8ghf:D
8804	7q1c:A	7q1c:A
8805	7q1u:A	7q1u:A
8806	7q1u:B	6xux:A
8806	7q1u:B	7q1u:B
8807	7q2a:B	7q2a:A
8807	7q2a:B	7q2a:B
8807	7q2a:B	7q2a:C
8807	7q2a:B	7q2a:D
8808	7q2x:A	7q2x:A
8808	7q2x:A	7qen:A
8809	7q2x:C	7q2x:C
8809	7q2x:C	7qen:C
8810	7q2x:D	7q2x:D
8810	7q2x:D	7qen:D
8811	7q3g:A	7q3g:A
8811	7q3g:A	7q3g:B
8811	7q3g:A	7q3g:C
8811	7q3g:A	7q3g:D
8811	7q3g:A	7q3g:E
8812	7q3l:B	7q3l:B
8812	7q3l:B	7q4p:B
8813	7q3l:p	7q3l:p
8814	7q3l:q	7q3l:q
8815	7q3y:A	7q3y:A
8816	7q4i:A	7q4i:A
8816	7q4i:A	7q4i:B
8817	7q4i:F	7q4i:F
8817	7q4i:F	7q4i:G
8818	7q4p:1	7onb:M
8818	7q4p:1	7q4p:1
8819	7q4p:9	7onb:N
8819	7q4p:9	7q3l:9
8819	7q4p:9	7q4p:9
8820	7q4p:A	7q4p:A
8821	7q5n:H	6yuc:G
8821	7q5n:H	7q5n:G
8821	7q5n:H	7q5n:H
8822	7q5x:B	7q5x:B
8823	7q6i:D	7q6d:A
8823	7q6i:D	7q6i:C
8823	7q6i:D	7q6i:D
8824	7qba:A	7o12:A
8824	7qba:A	7osf:A
8824	7qba:A	7qba:A
8825	7qba:D	7o12:D
8825	7qba:D	7o12:E
8825	7qba:D	7osf:D
8825	7qba:D	7osf:E
8825	7qba:D	7qba:D
8825	7qba:D	7qba:E
8826	7qbg:A	4zrp:A
8826	7qbg:A	7qbd:B
8826	7qbg:A	7qbg:A
8827	7qbs:A	7qbs:A
8828	7qbs:B	7qbs:B
8829	7qcd:A	7qcd:A
8830	7qcd:B	7qcd:B
8831	7qcd:D	7qcd:D
8832	7qcd:E	7qcd:E
8833	7qcd:F	7qcd:F
8834	7qce:B	7qce:A
8834	7qce:B	7qce:B
8835	7qcl:B	7qcl:A
8835	7qcl:B	7qcl:B
8836	7qcn:B	7qcn:A
8836	7qcn:B	7qcn:B
8837	7qea:A	7qea:A
8838	7qej:B	7qej:A
8838	7qej:B	7qej:B
8839	7qfy:A	4k90:A
8839	7qfy:A	7qfy:A
8839	7qfy:A	7qp3:A
8840	7qh2:F	6lpx:A
8840	7qh2:F	6lpx:B
8840	7qh2:F	7qh2:C
8840	7qh2:F	7qh2:F
8840	7qh2:F	8jdx:A
8841	7qic:A	7qic:A
8842	7qlb:A	3n71:A
8842	7qlb:A	5kjn:A
8842	7qlb:A	7qlb:A
8843	7qlr:B	7qlr:B
8844	7qnq:F	7qnq:E
8844	7qnq:F	7qnq:F
8844	7qnq:F	7qnq:G
8844	7qnq:F	7qnq:H
8845	7qo4:8	7qo4:8
8846	7qo4:M	4ko8:A
8846	7qo4:M	4ko8:B
8846	7qo4:M	5kiw:A
8846	7qo4:M	5kiw:B
8846	7qo4:M	7qo4:H
8846	7qo4:M	7qo4:I
8846	7qo4:M	7qo4:J
8846	7qo4:M	7qo4:K
8846	7qo4:M	7qo4:L
8846	7qo4:M	7qo4:M
8847	7qo4:Z	7qo4:Z
8848	7qoc:B	7qoc:A
8848	7qoc:B	7qoc:B
8848	7qoc:B	7qoe:A
8849	7qp0:A	7qp0:A
8850	7qp8:A	3wbh:A
8850	7qp8:A	3wbh:B
8850	7qp8:A	7qp8:A
8850	7qp8:A	7qp8:B
8851	7qpi:U	7qpi:U
8852	7qpl:A	7qpl:A
8853	7qpr:A	7qpr:A
8854	7qpr:C	7qpr:C
8855	7qpr:D	7qpr:D
8856	7qqd:B	7qqd:B
8857	7qsj:A	7qsj:A
8858	7qsv:E	7qsv:E
8859	7qsv:F	7qsv:F
8860	7qsv:G	7qsv:G
8861	7qsv:H	7qsv:H
8862	7qtl:C	6t0v:C
8862	7qtl:C	7qtl:C
8862	7qtl:C	8bf5:C
8863	7qtm:H	3msx:B
8863	7qtm:H	5hpy:D
8863	7qtm:H	6r3v:A
8863	7qtm:H	7qtm:A
8863	7qtm:H	7qtm:H
8864	7quv:C	7quv:C
8865	7quy:B	7quy:A
8865	7quy:B	7quy:B
8866	7qv8:D	7qv8:D
8867	7qy5:C	7qy5:A
8867	7qy5:C	7qy5:C
8868	7qy5:D	7qy5:B
8868	7qy5:D	7qy5:D
8869	7qy5:F	7qy5:F
8870	7qy5:G	7qy5:G
8871	7r07:F	7r07:A
8871	7r07:F	7r07:B
8871	7r07:F	7r07:C
8871	7r07:F	7r07:D
8871	7r07:F	7r07:E
8871	7r07:F	7r07:F
8872	7r0t:A	7r0t:A
8873	7r1a:A	7r1a:A
8873	7r1a:A	7r1a:B
8873	7r1a:A	7r1a:C
8873	7r1a:A	8hfx:A
8873	7r1a:A	8hfx:B
8873	7r1a:A	8hfx:C
8874	7r2v:B	5sli:D
8874	7r2v:B	7n0c:B
8874	7r2v:B	7n0d:B
8874	7r2v:B	7n0d:D
8874	7r2v:B	7n0d:F
8874	7r2v:B	7n0d:H
8874	7r2v:B	7r2v:B
8875	7r3b:A	7r3b:A
8876	7r3e:B	7r3e:A
8876	7r3e:B	7r3e:B
8877	7r3j:B	2q0j:B
8877	7r3j:B	7r3j:A
8877	7r3j:B	7r3j:B
8878	7r3j:D	7r3j:C
8878	7r3j:D	7r3j:D
8879	7r3z:C	5adq:A
8879	7r3z:C	7r3z:C
8880	7r4j:A	7r4j:A
8881	7r6b:B	7r6b:A
8881	7r6b:B	7r6b:B
8882	7r6v:D	7r6t:D
8882	7r6v:D	7r6v:D
8882	7r6v:D	7r6v:E
8883	7r7j:B	7r7j:B
8884	7r8i:A	7r8i:A
8885	7r8q:A	7r8q:A
8886	7rag:A	7rag:A
8887	7rah:E	7rah:E
8888	7raj:A	7raj:A
8889	7rb1:B	5e9g:A
8889	7rb1:B	5e9g:B
8889	7rb1:B	5e9g:C
8889	7rb1:B	5e9g:D
8889	7rb1:B	5e9h:A
8889	7rb1:B	5e9h:B
8889	7rb1:B	6lrt:A
8889	7rb1:B	6lrt:D
8889	7rb1:B	6lrt:G
8889	7rb1:B	6lrt:J
8889	7rb1:B	7cmy:A
8889	7rb1:B	7cmy:C
8889	7rb1:B	7ebc:A
8889	7rb1:B	7ebc:B
8889	7rb1:B	7ebc:C
8889	7rb1:B	7ebc:D
8889	7rb1:B	7ebe:E
8889	7rb1:B	7ebe:F
8889	7rb1:B	7ebe:G
8889	7rb1:B	7ebe:H
8889	7rb1:B	7rb1:A
8889	7rb1:B	7rb1:B
8889	7rb1:B	7rb1:C
8889	7rb1:B	7rb1:D
8889	7rb1:B	7rbx:A
8889	7rb1:B	7rbx:B
8889	7rb1:B	7rbx:C
8889	7rb1:B	7rbx:D
8890	7rc3:A	7rc3:A
8891	7rck:B	1ea6:B
8891	7rck:B	1nhi:A
8891	7rck:B	4p7a:A
8891	7rck:B	7rck:A
8891	7rck:B	7rck:B
8892	7rcm:B	7rcm:A
8892	7rcm:B	7rcm:B
8893	7rcx:A	7rcw:A
8893	7rcx:A	7rcx:A
8894	7rd0:A	7rd0:A
8895	7rdn:A	7rdn:A
8896	7rdx:A	6xqb:A
8896	7rdx:A	7aap:A
8896	7rdx:A	7doi:A
8896	7rdx:A	7oyg:A
8896	7rdx:A	7oyg:D
8896	7rdx:A	7ozu:A
8896	7rdx:A	7rdx:A
8896	7rdx:A	7re2:A
8896	7rdx:A	7thm:A
8896	7rdx:A	8g6r:A
8896	7rdx:A	8urb:A
8897	7rdx:E	5rli:B
8897	7rdx:E	5rlv:A
8897	7rdx:E	5wwp:A
8897	7rdx:E	5wwp:B
8897	7rdx:E	7nio:A
8897	7rdx:E	7nio:E
8897	7rdx:E	7rdx:E
8897	7rdx:E	7rdx:F
8897	7rdx:E	7re2:E
8898	7reo:A	7reo:A
8899	7rf0:A	6jki:A
8899	7rf0:A	6jki:B
8899	7rf0:A	7rf0:A
8899	7rf0:A	7rf0:B
8900	7rft:B	7rft:B
8901	7rg7:A	7rg7:A
8902	7rhq:G	7rhq:G
8903	7ri3:D	7ri3:D
8904	7rj1:C	7rj1:C
8905	7rj9:B	7rj9:B
8906	7rjf:A	7rjf:A
8907	7rk0:B	1rp0:A
8907	7rk0:B	1rp0:B
8907	7rk0:B	7rk0:A
8907	7rk0:B	7rk0:B
8907	7rk0:B	7rk0:C
8907	7rk0:B	7rk0:D
8908	7rni:B	3e32:B
8908	7rni:B	3q7a:B
8908	7rni:B	4lnb:B
8908	7rni:B	4ydo:B
8908	7rni:B	7rni:B
8909	7ror:B	7ror:A
8909	7ror:B	7ror:B
8910	7roy:C	7roy:B
8910	7roy:C	7roy:C
8911	7roy:H	7roy:H
8912	7rpo:A	2io4:A
8912	7rpo:A	2io4:C
8912	7rpo:A	2izo:C
8912	7rpo:A	7rpo:A
8912	7rpo:A	7rpx:A
8913	7rpo:E	7rpo:E
8914	7rqs:A	7rqs:A
8915	7rr3:A	7rr3:A
8916	7rse:E	7rse:D
8916	7rse:E	7rse:E
8917	7rsi:B	7rsi:B
8918	7rtt:B	7rtt:A
8918	7rtt:B	7rtt:B
8919	7rtw:B	7rtw:A
8919	7rtw:B	7rtw:B
8920	7ru9:G	7ru9:D
8920	7ru9:G	7ru9:G
8920	7ru9:G	7ruc:G
8921	7ruc:C	7ru9:C
8921	7ruc:C	7ru9:F
8921	7ruc:C	7ruc:C
8921	7ruc:C	7ruc:F
8922	7ruc:D	7ruc:D
8923	7ruc:H	7ru9:E
8923	7ruc:H	7ru9:H
8923	7ruc:H	7ruc:H
8924	7rw6:C	7rw6:A
8924	7rw6:C	7rw6:C
8925	7rwk:B	7rwk:A
8925	7rwk:B	7rwk:B
8926	7rwm:D	7rwm:C
8926	7rwm:D	7rwm:D
8927	7rx2:A	7rx2:A
8927	7rx2:A	7rx2:B
8927	7rx2:A	7rxg:A
8927	7rx2:A	7rxg:B
8927	7rx2:A	7rxh:A
8928	7ry4:A	7ry4:A
8928	7ry4:A	7ry4:B
8929	7rzk:A	7rzk:A
8930	7s00:E	7s00:C
8930	7s00:E	7s00:E
8930	7s00:E	7s01:C
8931	7s00:F	7s00:D
8931	7s00:F	7s00:F
8931	7s00:F	7s01:D
8932	7s00:c	7s00:c
8932	7s00:c	7s00:e
8932	7s00:c	7s01:c
8933	7s00:f	7s00:d
8933	7s00:f	7s00:f
8933	7s00:f	7s01:d
8934	7s01:A	7s01:A
8935	7s1o:B	5h65:A
8935	7s1o:B	5un7:A
8935	7s1o:B	7s1o:B
8936	7s4l:A	1yew:A
8936	7s4l:A	3chx:A
8936	7s4l:A	3chx:E
8936	7s4l:A	3chx:I
8936	7s4l:A	7s4l:A
8936	7s4l:A	7s4l:D
8936	7s4l:A	7s4l:E
8936	7s4l:A	7s4m:A
8936	7s4l:A	7s4m:E
8936	7s4l:A	7s4m:I
8937	7s4m:F	1yew:B
8937	7s4m:F	3chx:B
8937	7s4m:F	3chx:F
8937	7s4m:F	3chx:J
8937	7s4m:F	7s4l:B
8937	7s4m:F	7s4l:F
8937	7s4m:F	7s4l:G
8937	7s4m:F	7s4m:B
8937	7s4m:F	7s4m:F
8937	7s4m:F	7s4m:J
8938	7s4m:G	1yew:C
8938	7s4m:G	7s4l:C
8938	7s4m:G	7s4l:H
8938	7s4m:G	7s4l:I
8938	7s4m:G	7s4m:C
8938	7s4m:G	7s4m:G
8938	7s4m:G	7s4m:K
8939	7s4x:A	4cmq:A
8939	7s4x:A	4un5:B
8939	7s4x:A	6vpc:B
8939	7s4x:A	7s4x:A
8940	7s5c:A	7s5c:A
8940	7s5c:A	7s5c:B
8940	7s5c:A	7s5c:C
8940	7s5c:A	7s5c:D
8940	7s5c:A	7s5c:E
8940	7s5c:A	7s5c:F
8940	7s5c:A	7s5c:G
8940	7s5c:A	7s5c:H
8940	7s5c:A	7s5c:I
8940	7s5c:A	7s5c:J
8940	7s5c:A	7s8t:A
8940	7s5c:A	7s8t:B
8940	7s5c:A	7s8t:C
8940	7s5c:A	7s8t:D
8940	7s5c:A	7s8t:E
8940	7s5c:A	7s8t:F
8940	7s5c:A	7s8t:G
8940	7s5c:A	7s8t:H
8940	7s5c:A	7s8t:I
8940	7s5c:A	7s8t:J
8941	7s7b:A	7s7b:A
8941	7s7b:A	7s7b:E
8941	7s7b:A	7s7c:A
8942	7s7c:B	7s7b:B
8942	7s7c:B	7s7b:F
8942	7s7c:B	7s7c:B
8943	7s7c:E	7s7c:E
8944	7s7c:F	7s7c:F
8945	7s7j:A	7s7j:A
8946	7s7j:B	7s7j:B
8947	7s81:J	2jvn:A
8947	7s81:J	2riq:A
8947	7s81:J	4dqy:E
8947	7s81:J	7s81:J
8947	7s81:J	7s81:O
8948	7s81:P	7s81:K
8948	7s81:P	7s81:P
8949	7s8k:B	3wxp:A
8949	7s8k:B	7s8k:A
8949	7s8k:B	7s8k:B
8950	7sa3:A	1w5c:A
8950	7sa3:A	1w5c:D
8950	7sa3:A	7sa3:A
8950	7sa3:A	7sa3:D
8951	7sa3:B	1w5c:B
8951	7sa3:B	7sa3:B
8952	7sa3:C	1w5c:C
8952	7sa3:C	7sa3:C
8953	7sa3:E	7sa3:E
8954	7sa3:F	1w5c:F
8954	7sa3:F	7sa3:F
8955	7sa3:I	7sa3:I
8956	7sa3:K	7sa3:K
8957	7sa3:N	7sa3:N
8958	7sao:A	7sao:A
8959	7sc2:A	7sc2:A
8960	7sek:A	7sek:A
8961	7sf0:A	7sf0:A
8962	7sf6:A	7sf6:A
8963	7sfc:A	3pt6:A
8963	7sfc:A	3swr:A
8963	7sfc:A	4wxx:A
8963	7sfc:A	4yoc:A
8963	7sfc:A	5gut:A
8963	7sfc:A	6w8v:A
8963	7sfc:A	6w8v:B
8963	7sfc:A	7sfc:A
8964	7sfz:B	5hj0:A
8964	7sfz:B	5hj0:B
8964	7sfz:B	7sfz:A
8964	7sfz:B	7sfz:B
8965	7sg2:B	1hqr:B
8965	7sg2:B	1uvq:B
8965	7sg2:B	2g9h:B
8965	7sg2:B	3c6l:D
8965	7sg2:B	3c6l:H
8965	7sg2:B	4ozi:B
8965	7sg2:B	6cql:B
8965	7sg2:B	7apz:B
8965	7sg2:B	7sg2:B
8966	7sg2:C	7sg2:C
8967	7sg2:D	3c6l:A
8967	7sg2:D	3c6l:E
8967	7sg2:D	3vwk:C
8967	7sg2:D	3vxm:D
8967	7sg2:D	4ozi:G
8967	7sg2:D	5fka:A
8967	7sg2:D	6bj2:D
8967	7sg2:D	6cql:D
8967	7sg2:D	6dfq:C
8967	7sg2:D	7byd:D
8967	7sg2:D	7sg2:D
8967	7sg2:D	7su9:D
8968	7sgl:B	7sgl:B
8969	7sgl:C	7sgl:C
8970	7shg:A	7shg:A
8971	7shk:R	1ldj:B
8971	7shk:R	1ldk:C
8971	7shk:R	2hye:D
8971	7shk:R	2lgv:A
8971	7shk:R	3dpl:R
8971	7shk:R	3dqv:R
8971	7shk:R	3dqv:Y
8971	7shk:R	3rtr:B
8971	7shk:R	3rtr:D
8971	7shk:R	4a0c:D
8971	7shk:R	4f52:B
8971	7shk:R	4p5o:D
8971	7shk:R	5n4w:R
8971	7shk:R	6ttu:R
8971	7shk:R	6v9i:R
8971	7shk:R	7b5m:R
8971	7shk:R	7b5n:R
8971	7shk:R	7b5s:R
8971	7shk:R	7oni:R
8971	7shk:R	7shk:R
8971	7shk:R	7z8b:R
8971	7shk:R	7z8v:R
8971	7shk:R	8b3i:R
8971	7shk:R	8h36:D
8971	7shk:R	8h36:E
8971	7shk:R	8h3r:D
8971	7shk:R	8h3r:E
8971	7shk:R	8or0:B
8971	7shk:R	8or2:B
8971	7shk:R	8or3:B
8971	7shk:R	8qu8:E
8972	7shl:A	1ldj:A
8972	7shl:A	5n4w:A
8972	7shl:A	6ttu:C
8972	7shl:A	7b5m:C
8972	7shl:A	7b5s:C
8972	7shl:A	7shk:A
8972	7shl:A	7shl:A
8972	7shl:A	7z8v:C
8972	7shl:A	8or0:A
8972	7shl:A	8or2:A
8972	7shl:A	8or3:A
8972	7shl:A	8qu8:D
8973	7shl:L	7shk:L
8973	7shl:L	7shl:L
8974	7shl:R	7shl:R
8975	7sid:D	7sid:B
8975	7sid:D	7sid:D
8976	7sil:B	7sil:A
8976	7sil:B	7sil:B
8977	7sip:A	7sip:A
8977	7sip:A	7sip:B
8977	7sip:A	7sip:C
8977	7sip:A	7sip:D
8977	7sip:A	7sj1:A
8977	7sip:A	7sj1:B
8977	7sip:A	7sj1:C
8977	7sip:A	7sj1:D
8978	7sj2:B	7dxi:A
8978	7sj2:B	7dxi:B
8978	7sj2:B	7s05:A
8978	7sj2:B	7s05:B
8978	7sj2:B	7sj2:A
8978	7sj2:B	7sj2:B
8979	7sjr:A	7sjr:A
8980	7sjr:B	7sjr:B
8981	7smg:D	7smg:A
8981	7smg:D	7smg:B
8981	7smg:D	7smg:C
8981	7smg:D	7smg:D
8982	7smh:B	7sjk:A
8982	7smh:B	7smh:B
8983	7sn8:D	7sn8:D
8984	7sn8:I	7sn8:I
8985	7sn8:K	7sn8:K
8986	7spq:A	7spq:A
8987	7sq0:C	7sq0:C
8988	7sr2:A	7sr2:A
8989	7sr2:B	7sr2:B
8990	7ss5:B	7ss5:A
8990	7ss5:B	7ss5:B
8991	7stv:A	7stv:A
8992	7su9:C	7su9:C
8993	7sud:C	7sud:C
8994	7svj:B	7svj:A
8994	7svj:B	7svj:B
8995	7svw:C	7svw:A
8995	7svw:C	7svw:C
8996	7svw:D	7svw:B
8996	7svw:D	7svw:D
8997	7sx9:D	7sx9:D
8998	7sze:C	6wnb:A
8998	7sze:C	6wnb:B
8998	7sze:C	6wnb:C
8998	7sze:C	7sze:C
8999	7szx:B	7szx:B
9000	7t02:A	7r77:A
9000	7t02:A	7r78:A
9000	7t02:A	7t02:A
9001	7t0v:G	7t0v:G
9002	7t1j:A	7t1j:A
9003	7t1j:B	7t1j:B
9004	7t1j:C	7t1j:C
9005	7t1j:D	7t1j:D
9006	7t1j:G	7t1j:G
9007	7t1j:H	7t1j:H
9008	7t1u:D	7t1u:D
9009	7t1u:E	7t1u:E
9010	7t23:G	6cbs:A
9010	7t23:G	7t22:G
9010	7t23:G	7t22:H
9010	7t23:G	7t22:I
9010	7t23:G	7t23:G
9010	7t23:G	7t23:H
9011	7t28:A	7t28:A
9011	7t28:A	7u2r:A
9011	7t28:A	7u2s:A
9011	7t28:A	7u2s:B
9012	7t3u:D	6uqk:A
9012	7t3u:D	6uqk:B
9012	7t3u:D	6uqk:C
9012	7t3u:D	6uqk:D
9012	7t3u:D	7lhf:A
9012	7t3u:D	7lhf:B
9012	7t3u:D	7lhf:C
9012	7t3u:D	7lhf:D
9012	7t3u:D	7t3u:A
9012	7t3u:D	7t3u:B
9012	7t3u:D	7t3u:C
9012	7t3u:D	7t3u:D
9012	7t3u:D	8ear:A
9012	7t3u:D	8ear:B
9012	7t3u:D	8ear:C
9012	7t3u:D	8ear:D
9013	7t4s:A	7t4s:A
9014	7t4s:B	7t4s:B
9015	7t4s:D	7t4s:D
9016	7t4s:E	7m22:E
9016	7t4s:E	7t4s:E
9017	7t4s:F	2qqm:A
9017	7t4s:F	2qqo:A
9017	7t4s:F	2qqo:B
9017	7t4s:F	7m22:N
9017	7t4s:F	7t4s:F
9018	7t55:B	7t55:A
9018	7t55:B	7t55:B
9019	7t55:D	7t55:C
9019	7t55:D	7t55:D
9020	7t5t:A	7t5t:A
9021	7t7i:A	7t7i:A
9021	7t7i:A	7t7i:E
9021	7t7i:A	7t7i:G
9022	7t7i:H	7t7i:B
9022	7t7i:H	7t7i:F
9022	7t7i:H	7t7i:H
9023	7t85:A	7t85:A
9024	7t91:B	7t91:A
9024	7t91:B	7t91:B
9025	7t92:A	7t92:A
9026	7t92:B	7t92:B
9027	7t92:C	7t92:C
9028	7t92:H	7t92:H
9029	7t92:L	1dvf:A
9029	7t92:L	1dvf:C
9029	7t92:L	1ek3:A
9029	7t92:L	1ek3:B
9029	7t92:L	1qle:L
9029	7t92:L	2h32:A
9029	7t92:L	2xtj:B
9029	7t92:L	3bd5:A
9029	7t92:L	3bd5:B
9029	7t92:L	3dus:C
9029	7t92:L	3h3p:L
9029	7t92:L	3u79:C
9029	7t92:L	3u79:G
9029	7t92:L	5c6t:L
9029	7t92:L	5l6q:A
9029	7t92:L	5l6q:B
9029	7t92:L	5lve:A
9029	7t92:L	5t93:B
9029	7t92:L	5t93:D
9029	7t92:L	5th9:N
9029	7t92:L	5xwd:D
9029	7t92:L	6k67:C
9029	7t92:L	6krz:G
9029	7t92:L	6ks1:L
9029	7t92:L	6sm1:A
9029	7t92:L	6vc9:L
9029	7t92:L	7t4s:I
9029	7t92:L	7t4s:K
9029	7t92:L	7t92:L
9029	7t92:L	7urc:L
9029	7t92:L	7usl:L
9029	7t92:L	8esv:L
9029	7t92:L	8g3q:B
9029	7t92:L	8g3q:D
9029	7t92:L	8g3q:L
9029	7t92:L	8g3r:B
9029	7t92:L	8sgt:L
9029	7t92:L	8t03:D
9029	7t92:L	8t03:F
9029	7t92:L	8t05:D
9029	7t92:L	8wej:L
9029	7t92:L	8x2l:L
9030	7t9x:B	7t9x:B
9031	7tac:C	7tac:C
9031	7tac:C	7tac:D
9031	7tac:C	7tac:E
9031	7tac:C	7tac:F
9031	7tac:C	7tad:C
9031	7tac:C	7tad:D
9032	7tal:A	7tal:A
9033	7tav:E	7tav:E
9034	7tbq:D	7tbq:D
9034	7tbq:D	7tcd:A
9035	7tbr:A	7tbr:A
9036	7tbv:A	7tbv:A
9037	7tcl:X	7tcl:X
9038	7tcr:A	7dz9:B
9038	7tcr:A	7fc0:E
9038	7tcr:A	7tcr:A
9039	7tcy:A	7tcy:A
9040	7td5:B	5hyn:R
9040	7td5:B	5wg6:B
9040	7td5:B	6b3w:E
9040	7td5:B	7kso:B
9040	7td5:B	7ktp:B
9040	7td5:B	7td5:B
9040	7td5:B	7td5:G
9041	7td5:C	5hyn:S
9041	7td5:C	6b3w:S
9041	7td5:C	7at8:C
9041	7td5:C	7td5:C
9041	7td5:C	7td5:H
9042	7td5:D	7td5:D
9043	7td5:I	5hyn:T
9043	7td5:I	7td5:I
9044	7td5:J	7td5:E
9044	7td5:J	7td5:J
9045	7tea:E	7tea:B
9045	7tea:E	7tea:E
9046	7tfh:A	7tfh:A
9047	7tfi:C	1sxj:B
9047	7tfi:C	1sxj:C
9047	7tfi:C	1sxj:D
9047	7tfi:C	6vvo:B
9047	7tfi:C	6vvo:C
9047	7tfi:C	6vvo:D
9047	7tfi:C	7st9:B
9047	7tfi:C	7st9:C
9047	7tfi:C	7st9:D
9047	7tfi:C	7ste:B
9047	7tfi:C	7ste:C
9047	7tfi:C	7ste:D
9047	7tfi:C	7tfh:B
9047	7tfi:C	7tfh:C
9047	7tfi:C	7tfh:D
9047	7tfi:C	7tfi:B
9047	7tfi:C	7tfi:C
9047	7tfi:C	7tfi:D
9047	7tfi:C	7tfk:B
9047	7tfi:C	7tfk:C
9047	7tfi:C	7tfk:D
9047	7tfi:C	8dr1:B
9047	7tfi:C	8dr1:C
9047	7tfi:C	8dr1:D
9047	7tfi:C	8fs7:B
9047	7tfi:C	8fs7:C
9047	7tfi:C	8fs7:D
9048	7tg5:A	6d0p:A
9048	7tg5:A	6h1h:A
9048	7tg5:A	7tg5:A
9049	7tgn:B	2x0q:A
9049	7tgn:B	6xrc:A
9049	7tgn:B	6xrc:B
9049	7tgn:B	7tgk:C
9049	7tgn:B	7tgk:D
9049	7tgn:B	7tgn:A
9049	7tgn:B	7tgn:B
9050	7tgq:A	7tgq:A
9051	7thm:C	7thm:C
9052	7thm:D	7thm:D
9053	7thm:G	7thm:G
9054	7thn:E	7thn:E
9055	7thw:A	7thw:A
9056	7tin:D	2x7j:A
9056	7tin:D	2x7j:B
9056	7tin:D	2x7j:C
9056	7tin:D	2x7j:D
9056	7tin:D	7tin:A
9056	7tin:D	7tin:B
9056	7tin:D	7tin:C
9056	7tin:D	7tin:D
9057	7tj4:C	7tj4:C
9058	7tja:A	7tja:A
9058	7tja:A	7tja:I
9059	7tja:C	7tja:C
9059	7tja:C	7tja:K
9060	7tja:D	7tja:B
9060	7tja:D	7tja:D
9060	7tja:D	7tja:J
9060	7tja:D	7tja:L
9061	7tjf:F	5zr1:F
9061	7tjf:F	7mca:F
9061	7tjf:F	7tjf:F
9061	7tjf:F	7tji:F
9062	7tji:B	7mca:B
9062	7tji:B	7tjf:B
9062	7tji:B	7tji:B
9063	7tji:C	5zr1:C
9063	7tji:C	7mca:C
9063	7tji:C	7tjf:C
9063	7tji:C	7tji:C
9064	7tji:I	7mca:I
9064	7tji:I	7tji:I
9065	7tm9:A	7tm9:A
9066	7tm9:B	7tm9:B
9067	7tm9:C	7tm9:C
9068	7tm9:D	7tm9:D
9069	7tm9:G	7tm9:G
9070	7tm9:H	7tm9:H
9071	7tn0:F	4c2p:A
9071	7tn0:F	4ca7:A
9071	7tn0:F	6m17:B
9071	7tn0:F	6m17:D
9071	7tn0:F	6s1y:A
9071	7tn0:F	7a92:D
9071	7tn0:F	7c8d:A
9071	7tn0:F	7c8j:A
9071	7tn0:F	7c8k:A
9071	7tn0:F	7dhx:A
9071	7tn0:F	7e3j:A
9071	7tn0:F	7q4e:A
9071	7tn0:F	7r1a:D
9071	7tn0:F	7r1a:E
9071	7tn0:F	7r1a:F
9071	7tn0:F	7tn0:F
9071	7tn0:F	7v61:B
9071	7tn0:F	7v61:D
9071	7tn0:F	7wa3:B
9071	7tn0:F	7wsf:A
9071	7tn0:F	7wsk:A
9071	7tn0:F	7xa7:G
9071	7tn0:F	7yvu:A
9071	7tn0:F	8bn1:A
9071	7tn0:F	8hfx:E
9071	7tn0:F	8hfy:A
9071	7tn0:F	8i92:A
9071	7tn0:F	8i92:C
9071	7tn0:F	8woz:A
9072	7tol:A	7tol:A
9073	7tow:E	7tow:E
9074	7tqd:A	7tqd:A
9074	7tqd:A	7tsq:A
9074	7tqd:A	7tsq:B
9075	7tqd:B	7to3:A
9075	7tqd:B	7to3:B
9075	7tqd:B	7tqd:B
9076	7tqy:A	2wbe:A
9076	7tqy:A	4u3j:A
9076	7tqy:A	4u3j:B
9076	7tqy:A	5mio:B
9076	7tqy:A	5sye:A
9076	7tqy:A	5sye:B
9076	7tqy:A	5ubq:A
9076	7tqy:A	5ubq:B
9076	7tqy:A	5ubq:C
9076	7tqy:A	5ubq:D
9076	7tqy:A	5ubq:E
9076	7tqy:A	5ubq:F
9076	7tqy:A	5ucy:A
9076	7tqy:A	5ucy:B
9076	7tqy:A	5w3j:A
9076	7tqy:A	5w3j:B
9076	7tqy:A	6mzg:A
9076	7tqy:A	6mzg:B
9076	7tqy:A	6mzg:C
9076	7tqy:A	6mzg:D
9076	7tqy:A	6s8m:A
9076	7tqy:A	6s8m:B
9076	7tqy:A	6wvl:A
9076	7tqy:A	6wvl:B
9076	7tqy:A	6wvl:C
9076	7tqy:A	6wvl:D
9076	7tqy:A	7f1a:B
9076	7tqy:A	7pje:A
9076	7tqy:A	7pje:B
9076	7tqy:A	7tqy:A
9076	7tqy:A	7tqy:B
9076	7tqy:A	7tub:A
9076	7tqy:A	7zcw:A
9076	7tqy:A	7zcw:B
