PDB ID,Receptor chain,Ligand,Ligand chain,Ligand Number
8fc3,1N,MG,1N,1
8fc3,1N,MG,1N,2
8fc3,1n,ZN,1n,1
8fc3,1P,MG,1P,1
8fc3,1P,MG,1P,2
8fc3,1Q,MG,1A,1
8fc3,1Q,MG,1Q,1
8fc3,1Q,MG,1Q,2
8fc3,1Q,MG,1Q,3
8fc3,1R,MG,1A,4
8fc3,1R,MG,1R,1
8fc3,1R,MG,1R,2
8fc3,1R,MG,1R,3
8fc3,1t,MG,1t,1
8fc3,1T,MG,1T,1
8fc3,1U,MG,1A,5
8fc3,1U,MG,1A,6
8fc3,1U,MG,1U,1
8fc3,1U,MG,1U,2
8fc3,1U,MG,1U,3
8fc3,1U,MG,1U,4
8fc3,1V,MG,1V,1
8fc3,1V,MG,1V,2
8fc3,1V,MG,1V,3
8fc3,1W,MG,1W,1
8fc3,1y,MG,1y,1
8fc3,1Y,ZN,1Y,1
8fc3,1y,MG,1y,2
8fc3,24,ZN,24,1
8fc3,25,MG,2A,1
8fc3,25,MG,25,1
8fc3,25,ZN,25,1
8fc3,26,MG,2A,3
8fc3,26,ZN,26,1
8fc3,29,ZN,29,1
8fc3,2D,MG,2A,2
8fc3,2D,MG,2D,1
8fc3,2D,MG,2D,2
8fc3,2D,MG,2D,3
8fc3,2D,MG,2D,4
8fc3,2D,MG,2D,5
8fc3,2D,MG,2D,6
8fc3,2E,MG,2E,1
8fc3,2E,MG,2E,2
8fc3,2F,MG,2F,1
8fc3,2f,MG,2f,1
8fc3,2F,MG,2F,2
8fc3,2F,MG,2F,3
8fc3,2F,MG,2F,4
8fc3,2G,MG,2G,1
8fc3,2G,MG,2G,2
8fc3,2G,MG,2G,3
8fc3,2I,MG,2I,1
8fc3,2k,MG,2a,2
8fc3,2l,MG,2a,1
8fc3,2n,ZN,2n,1
8fc3,2Q,MG,2Q,1
8fc3,2R,MG,2A,4
8fc3,2V,MG,2V,1
8fc3,2V,MG,2V,2
8fc3,2W,MG,2W,1
8fc3,2W,MG,2W,2
8fc3,2Y,ZN,2Y,1
8fc4,10,MG,10,1
8fc4,10,MG,10,2
8fc4,13,MG,13,1
8fc4,13,MG,13,2
8fc4,14,ZN,14,1
8fc4,15,MG,15,1
8fc4,15,MG,15,2
8fc4,15,MG,15,3
8fc4,15,ZN,15,1
8fc4,16,ZN,16,1
8fc4,17,MG,1A,1
8fc4,17,MG,1A,8
8fc4,17,MG,17,1
8fc4,17,MG,17,2
8fc4,18,MG,1A,10
8fc4,19,ZN,19,1
8fc4,1b,MG,1b,1
8fc4,1D,MG,1A,2
8fc4,1D,MG,1A,9
8fc4,1D,MG,1D,1
8fc4,1D,MG,1D,2
8fc4,1D,MG,1D,3
8fc4,1D,MG,1D,4
8fc4,1D,MG,1D,5
8fc4,1D,MG,1D,6
8fc4,1D,MG,1D,7
8fc4,1D,MG,1D,8
8fc4,1D,MG,1D,9
8fc4,1D,MG,1D,10
8fc4,1e,MG,1e,1
8fc4,1E,MG,1E,1
8fc4,1E,MG,1E,2
8fc4,1E,MG,1E,3
8fc4,1E,MG,1E,4
8fc4,1F,MG,1A,4
8fc4,1F,MG,1A,5
8fc4,1F,MG,1A,11
8fc4,1F,MG,1F,1
8fc4,1F,MG,1F,2
8fc4,1F,MG,1F,3
8fc4,1F,MG,1F,4
8fc4,1F,MG,1F,5
8fc4,1F,MG,1F,6
8fc4,1F,MG,1F,7
8fc4,1F,MG,1F,8
8fc4,1F,MG,1F,9
8fc4,1F,MG,1F,10
8fc4,1F,MG,1F,11
8fc4,1G,MG,1G,1
8fc4,1G,MG,1G,2
8fc4,1k,MG,1k,1
8fc4,1l,MG,1a,1
8fc4,1m,MG,1m,1
8fc4,1n,MG,1n,1
8fc4,1N,MG,1N,1
8fc4,1N,MG,1N,2
8fc4,1n,ZN,1n,1
8fc4,1P,MG,1P,1
8fc4,1P,MG,1P,2
8fc4,1P,MG,1P,3
8fc4,1Q,MG,1A,3
8fc4,1Q,MG,1A,12
8fc4,1Q,MG,1Q,1
8fc4,1Q,MG,1Q,2
8fc4,1Q,MG,1Q,3
8fc4,1R,MG,1A,6
8fc4,1R,MG,1A,7
8fc4,1R,MG,1R,1
8fc4,1R,MG,1R,2
8fc4,1t,MG,1t,1
8fc4,1U,MG,1U,1
8fc4,1U,MG,1U,2
8fc4,1U,MG,1U,3
8fc4,1U,MG,1U,4
8fc4,1U,MG,1U,5
8fc4,1U,MG,1U,6
8fc4,1V,MG,1V,1
8fc4,1V,MG,1V,2
8fc4,1V,MG,1V,3
8fc4,1W,MG,1A,13
8fc4,1W,MG,1A,14
8fc4,1W,MG,1W,1
8fc4,1y,MG,1y,1
8fc4,1Y,ZN,1Y,1
8fc4,20,MG,20,1
8fc4,23,MG,23,1
8fc4,24,ZN,24,1
8fc4,25,ZN,25,1
8fc4,26,ZN,26,1
8fc4,27,MG,27,1
8fc4,29,ZN,29,1
8fc4,2D,MG,2D,1
8fc4,2D,MG,2D,2
8fc4,2D,MG,2D,3
8fc4,2E,MG,2E,1
8fc4,2F,MG,2F,1
8fc4,2f,MG,2f,1
8fc4,2F,MG,2F,2
8fc4,2F,MG,2F,3
8fc4,2G,MG,2G,1
8fc4,2k,MG,2k,1
8fc4,2n,ZN,2n,1
8fc4,2Q,MG,2Q,1
8fc4,2Q,MG,2Q,2
8fc4,2W,MG,2W,1
8fc4,2W,MG,2W,2
8fc4,2Y,ZN,2Y,1
8fc5,10,MG,1A,15
8fc5,10,MG,10,1
8fc5,10,MG,10,2
8fc5,11,MG,11,1
8fc5,13,MG,13,1
8fc5,13,MG,13,2
8fc5,14,ZN,14,1
8fc5,15,MG,15,1
8fc5,15,MG,15,2
8fc5,15,ZN,15,1
8fc5,16,ZN,16,1
8fc5,17,MG,1A,1
8fc5,17,MG,17,1
8fc5,17,MG,17,2
8fc5,17,MG,17,3
8fc5,18,MG,1A,9
8fc5,18,MG,18,1
8fc5,19,ZN,19,1
8fc5,1b,MG,1b,1
8fc5,1D,MG,1A,14
8fc5,1D,MG,1D,1
8fc5,1D,MG,1D,2
8fc5,1D,MG,1D,3
8fc5,1D,MG,1D,4
8fc5,1D,MG,1D,5
8fc5,1D,MG,1D,6
8fc5,1D,MG,1D,7
8fc5,1D,MG,1D,8
8fc5,1D,MG,1D,9
8fc5,1e,MG,1e,1
8fc5,1E,MG,1E,1
8fc5,1E,MG,1E,2
8fc5,1E,MG,1E,3
8fc5,1E,MG,1E,4
8fc5,1F,MG,1A,4
8fc5,1F,MG,1A,7
8fc5,1F,MG,1A,10
8fc5,1F,MG,1F,1
8fc5,1F,MG,1F,2
8fc5,1F,MG,1F,3
8fc5,1F,MG,1F,4
8fc5,1F,MG,1F,5
8fc5,1F,MG,1F,6
8fc5,1F,MG,1F,7
8fc5,1F,MG,1F,8
8fc5,1F,MG,1F,9
8fc5,1F,MG,1F,10
8fc5,1F,MG,1F,11
8fc5,1G,MG,1G,1
8fc5,1G,MG,1G,2
8fc5,1k,MG,1a,2
8fc5,1l,MG,1a,1
8fc5,1m,MG,1m,1
8fc5,1n,MG,1n,1
8fc5,1N,MG,1N,1
8fc5,1N,MG,1N,2
8fc5,1n,ZN,1n,1
8fc5,1P,MG,1A,8
8fc5,1P,MG,1P,1
8fc5,1P,MG,1P,2
8fc5,1Q,MG,1A,3
8fc5,1Q,MG,1Q,1
8fc5,1Q,MG,1Q,2
8fc5,1R,MG,1A,2
8fc5,1R,MG,1A,5
8fc5,1R,MG,1A,13
8fc5,1R,MG,1R,1
8fc5,1t,MG,1t,1
8fc5,1T,MG,1T,1
8fc5,1U,MG,1A,6
8fc5,1U,MG,1A,11
8fc5,1U,MG,1U,1
8fc5,1U,MG,1U,2
8fc5,1U,MG,1U,3
8fc5,1U,MG,1U,4
8fc5,1V,MG,1A,12
8fc5,1V,MG,1V,1
8fc5,1V,MG,1V,2
8fc5,1W,MG,1W,1
8fc5,1y,MG,1y,1
8fc5,1Y,ZN,1Y,1
8fc5,20,MG,2A,3
8fc5,23,MG,23,1
8fc5,24,ZN,24,1
8fc5,25,MG,2A,2
8fc5,25,ZN,25,1
8fc5,26,ZN,26,1
8fc5,27,MG,2A,1
8fc5,27,MG,27,1
8fc5,29,ZN,29,1
8fc5,2D,MG,2A,4
8fc5,2D,MG,2D,1
8fc5,2D,MG,2D,2
8fc5,2D,MG,2D,3
8fc5,2D,MG,2D,4
8fc5,2D,MG,2D,5
8fc5,2D,MG,2D,6
8fc5,2E,MG,2E,1
8fc5,2E,MG,2E,2
8fc5,2F,MG,2F,1
8fc5,2f,MG,2f,1
8fc5,2F,MG,2F,2
8fc5,2F,MG,2F,3
8fc5,2F,MG,2F,4
8fc5,2G,MG,2G,1
8fc5,2k,MG,2k,1
8fc5,2l,MG,2l,1
8fc5,2n,ZN,2n,1
8fc5,2Q,MG,2Q,1
8fc5,2t,MG,2t,1
8fc5,2V,MG,2V,1
8fc5,2V,MG,2V,2
8fc5,2W,MG,2W,1
8fc5,2W,MG,2W,2
8fc5,2Y,ZN,2Y,1
8fc6,10,MG,10,1
8fc6,10,MG,10,2
8fc6,11,MG,11,1
8fc6,13,MG,1A,2
8fc6,13,MG,13,1
8fc6,13,MG,13,2
8fc6,14,ZN,14,1
8fc6,15,MG,15,1
8fc6,15,MG,15,2
8fc6,15,ZN,15,1
8fc6,16,ZN,16,1
8fc6,17,MG,17,1
8fc6,17,MG,17,2
8fc6,17,MG,17,3
8fc6,17,MG,17,4
8fc6,18,MG,18,1
8fc6,18,MG,18,2
8fc6,19,ZN,19,1
8fc6,1b,MG,1b,1
8fc6,1D,MG,1D,1
8fc6,1D,MG,1D,2
8fc6,1D,MG,1D,3
8fc6,1D,MG,1D,4
8fc6,1D,MG,1D,5
8fc6,1D,MG,1D,6
8fc6,1D,MG,1D,7
8fc6,1D,MG,1D,8
8fc6,1D,MG,1D,9
8fc6,1e,MG,1e,1
8fc6,1E,MG,1E,1
8fc6,1E,MG,1E,2
8fc6,1E,MG,1E,3
8fc6,1E,MG,1E,4
8fc6,1F,MG,1F,1
8fc6,1F,MG,1F,2
8fc6,1F,MG,1F,3
8fc6,1F,MG,1F,4
8fc6,1F,MG,1F,5
8fc6,1F,MG,1F,6
8fc6,1F,MG,1F,7
8fc6,1F,MG,1F,8
8fc6,1F,MG,1F,9
8fc6,1F,MG,1F,10
8fc6,1F,MG,1F,11
8fc6,1F,MG,1F,12
8fc6,1F,MG,1F,13
8fc6,1G,MG,1G,1
8fc6,1G,MG,1G,2
8fc6,1k,MG,1k,1
8fc6,1l,MG,1a,1
8fc6,1m,MG,1m,1
8fc6,1N,MG,1N,1
8fc6,1n,ZN,1n,1
8fc6,1N,MG,1N,2
8fc6,1P,MG,1P,1
8fc6,1P,MG,1P,2
8fc6,1Q,MG,1A,3
8fc6,1Q,MG,1A,6
8fc6,1Q,MG,1Q,1
8fc6,1Q,MG,1Q,2
8fc6,1Q,MG,1Q,3
8fc6,1R,MG,1A,1
8fc6,1R,MG,1A,4
8fc6,1R,MG,1R,1
8fc6,1t,MG,1t,1
8fc6,1U,MG,1A,5
8fc6,1U,MG,1U,1
8fc6,1U,MG,1U,2
8fc6,1U,MG,1U,3
8fc6,1U,MG,1U,4
8fc6,1U,MG,1U,5
8fc6,1V,MG,1V,1
8fc6,1V,MG,1V,2
8fc6,1V,MG,1V,3
8fc6,1W,MG,1A,7
8fc6,1W,MG,1A,8
8fc6,1y,MG,1y,1
8fc6,1Y,ZN,1Y,1
8fc6,1y,MG,1y,2
8fc6,24,ZN,24,1
8fc6,25,MG,2A,3
8fc6,25,MG,25,1
8fc6,25,ZN,25,1
8fc6,26,ZN,26,1
8fc6,27,MG,2A,1
8fc6,27,MG,27,1
8fc6,29,ZN,29,1
8fc6,2D,MG,2D,1
8fc6,2D,MG,2D,2
8fc6,2D,MG,2D,3
8fc6,2D,MG,2D,4
8fc6,2D,MG,2D,5
8fc6,2D,MG,2D,6
8fc6,2D,MG,2D,7
8fc6,2E,MG,2E,1
8fc6,2E,MG,2E,2
8fc6,2F,MG,2F,1
8fc6,2f,MG,2f,1
8fc6,2F,MG,2F,2
8fc6,2F,MG,2F,3
8fc6,2F,MG,2F,4
8fc6,2G,MG,2G,1
8fc6,2k,MG,2k,1
8fc6,2l,MG,2a,1
8fc6,2n,ZN,2n,1
8fc6,2Q,MG,2A,4
8fc6,2Q,MG,2Q,1
8fc6,2R,MG,2A,5
8fc6,2t,MG,2t,1
8fc6,2U,MG,2A,2
8fc6,2V,MG,2V,1
8fc6,2V,MG,2V,2
8fc6,2W,MG,2W,1
8fc6,2W,MG,2W,2
8fc6,2Y,ZN,2Y,1
8fc7,E,MG,E,1
8fc7,F,MG,F,1
8fc7,G,MG,G,1
8fc7,H,MG,H,1
8fc9,E,MG,E,1
8fc9,F,MG,F,1
8fc9,G,MG,G,1
8fc9,H,MG,H,1
8fd7,D,CA,D,1
8fd7,K,CA,K,1
8fdb,A,MG,A,1
8fdb,A,MG,A,2
8fei,A,FE,A,1
8fei,A,FE,A,2
8ffd,A,MN,A,1
8ffd,B,MN,B,1
8ffd,C,MN,C,1
8ffd,D,MN,D,1
8ffd,E,MN,E,1
8ffd,F,MN,F,1
8ffd,G,MN,G,1
8ffd,H,MN,H,1
8ffd,I,MN,I,1
8ffd,J,MN,J,1
8ffd,K,MN,K,1
8ffd,L,MN,L,1
8ffd,M,MN,M,1
8ffd,N,MN,N,1
8ffd,O,MN,O,1
8ffd,P,MN,P,1
8ffi,F,MG,F,1
8ffi,L,MG,L,1
8ffi,N,MG,N,1
8fft,A,MG,A,1
8fft,A,MG,A,2
8fft,B,MG,B,1
8fft,C,MG,C,1
8fft,D,MG,D,1
8ffu,A,MG,A,1
8ffu,B,MG,B,1
8ffu,C,MG,C,1
8ffu,D,MG,D,1
8ffw,A,MG,A,1
8ffw,B,MG,B,1
8ffz,A,ZN,A,1
8ffz,A,ZN,A,2
8ffz,A,ZN,A,3
8ffz,A,ZN,A,4
8ffz,A,ZN,A,5
8ffz,A,ZN,A,6
8ffz,A,ZN,A,7
8ffz,A,ZN,A,8
8ffz,A,ZN,A,9
8fg3,A,MG,A,1
8fg4,A,CA,A,1
8fg4,A,MG,A,1
8fg8,A,CA,A,1
8fg8,B,CA,B,1
8fg9,A,ZN,A,1
8fg9,B,ZN,A,1
8fga,A,ZN,A,1
8fga,B,ZN,A,1
8fgb,A,ZN,B,1
8fgb,B,ZN,B,1
8fgc,A,ZN,A,1
8fgc,B,ZN,A,1
8fgd,A,ZN,A,1
8fge,A,ZN,A,1
8fgf,A,ZN,A,1
8fgf,B,ZN,A,1
8fgg,A,ZN,A,1
8fgg,B,ZN,A,1
8fgh,A,ZN,A,1
8fgh,B,ZN,A,1
8fgh,C,ZN,D,1
8fgh,D,ZN,D,1
8fgi,A,ZN,A,1
8fgi,B,ZN,A,1
8fgj,A,ZN,A,1
8fgj,B,ZN,A,1
8fgj,D,ZN,D,1
8fgk,A,ZN,A,1
8fgk,B,ZN,A,1
8fgk,C,ZN,C,1
8fgk,D,ZN,C,1
8fgl,A,ZN,A,1
8fgl,B,ZN,A,1
8fgl,C,ZN,C,1
8fgl,D,ZN,C,1
8fgm,A,ZN,B,1
8fgm,B,ZN,B,1
8fgm,C,ZN,C,1
8fgm,D,ZN,C,1
8fgn,A,ZN,A,1
8fgn,B,ZN,A,1
8fgn,C,ZN,C,1
8fgn,D,ZN,C,1
8fgo,A,ZN,A,1
8fgo,B,ZN,A,1
8fgo,C,ZN,C,1
8fgo,D,ZN,C,1
8fgp,A,ZN,A,1
8fgp,B,ZN,A,1
8fgp,C,ZN,C,1
8fgp,D,ZN,C,1
8fgq,A,ZN,A,1
8fgq,B,ZN,A,1
8fgq,C,ZN,C,1
8fgq,D,ZN,C,1
8fgr,A,ZN,A,1
8fgr,B,ZN,A,1
8fgr,C,ZN,C,1
8fgr,D,ZN,C,1
8fgs,A,ZN,A,1
8fgs,B,ZN,A,1
8fgs,C,ZN,C,1
8fgs,D,ZN,C,1
8fgt,A,ZN,A,1
8fgt,B,ZN,A,1
8fgt,C,ZN,C,1
8fgt,D,ZN,C,1
8fgu,A,ZN,A,1
8fgu,B,ZN,A,1
8fgu,C,ZN,C,1
8fgu,D,ZN,C,1
8fgv,A,ZN,A,1
8fgv,B,ZN,A,1
8fgw,A,ZN,A,1
8fgw,B,ZN,B,1
8fgw,B,ZN,B,2
8fgw,C,ZN,C,1
8fgw,C,ZN,C,2
8fh3,B,ZN,B,1
8fh3,B,ZN,B,2
8fh3,C,ZN,C,1
8fh3,C,ZN,C,2
8fhb,A,FE,A,1
8fhc,A,FE,A,1
8fhc,A,FE,A,2
8fhc,B,FE,B,1
8fhc,B,FE,B,2
8fhs,A,CA,A,1
8fhs,D,CA,D,1
8fii,A,ZN,A,1
8fii,B,ZN,B,1
8fij,A,ZN,A,1
8fij,B,ZN,B,1
8fik,A,ZN,A,1
8fik,B,ZN,B,1
8fim,A,ZN,A,1
8fim,B,ZN,B,1
8fix,D,ZN,D,1
8fix,D,ZN,D,2
8fix,D,MG,D,1
8fiy,D,ZN,D,1
8fiy,D,MG,D,1
8fj8,A,CA,A,1
8fj8,A,CA,A,2
8fj9,A,CA,A,1
8fj9,B,CA,B,1
8fjc,A,CA,A,1
8fjc,B,CA,B,1
8fjd,A,CA,A,1
8fjd,B,CA,A,1
8fjh,B,CA,B,1
8fji,B,CA,B,1
8fjk,E,ZN,E,1
8fjk,G,ZN,G,1
8fjk,I,ZN,I,1
8fjk,K,ZN,K,1
8fjl,E,ZN,E,1
8fjl,G,ZN,G,1
8fjl,I,ZN,I,1
8fjl,K,ZN,K,1
8fjm,A,ZN,A,1
8fjm,A,CA,A,1
8fjm,B,ZN,B,1
8fjm,B,CA,B,1
8fjn,A,ZN,A,1
8fjn,A,CA,A,1
8fk4,A,CA,A,1
8fk4,B,CA,B,1
8fk4,C,CA,C,1
8fk4,D,CA,D,1
8fk4,E,CA,E,1
8fk4,F,CA,F,1
8fk4,G,CA,G,1
8fk4,H,CA,H,1
8fkp,L9,MG,L9,1
8fkp,LQ,MG,LQ,1
8fkp,LT,MG,LT,1
8fkp,LW,ZN,LW,1
8fkp,SV,ZN,SV,1
8fkq,L9,MG,L9,1
8fkq,LQ,MG,LQ,1
8fkq,LT,MG,LT,1
8fkq,LW,ZN,LW,1
8fkq,SV,ZN,SV,1
8fkr,L9,MG,L9,1
8fkr,LT,MG,LT,1
8fkr,LW,ZN,LW,1
8fkr,SV,ZN,SV,1
8fks,L9,MG,L9,1
8fks,LQ,MG,LQ,1
8fks,LT,MG,LT,1
8fks,LW,ZN,LW,1
8fks,SV,ZN,SV,1
8fkt,LQ,MG,LQ,1
8fkt,LT,MG,LT,1
8fkt,LW,ZN,LW,1
8fkt,SV,ZN,SV,1
8fku,L9,MG,L9,1
8fku,LQ,MG,LQ,1
8fku,LT,MG,LT,1
8fku,LW,ZN,LW,1
8fku,SR,MG,SR,1
8fku,SV,ZN,SV,1
8fkv,L9,MG,L9,1
8fkv,LT,MG,LT,1
8fkv,LW,ZN,LW,1
8fkv,SR,MG,SR,1
8fkv,SU,MG,SU,1
8fkv,SV,ZN,SV,1
8fkw,L9,MG,L9,1
8fkw,LQ,MG,LQ,1
8fkw,LT,MG,LT,1
8fkw,LW,ZN,LW,1
8fkw,SR,MG,SR,1
8fkw,SU,MG,SU,1
8fkw,SV,ZN,SV,1
8fkx,L9,MG,L9,1
8fkx,LB,MG,LB,1
8fkx,LQ,MG,LQ,1
8fkx,LT,MG,LT,1
8fkx,LW,ZN,LW,1
8fkx,SA,MG,SA,1
8fkx,SU,MG,SU,1
8fkx,SV,ZN,SV,1
8fky,L9,MG,L9,1
8fky,LQ,MG,LQ,1
8fky,LR,ZN,LR,1
8fky,LT,MG,LT,1
8fky,LW,ZN,LW,1
8fky,SU,MG,SU,1
8fky,SV,ZN,SV,1
8fkz,L9,MG,L9,1
8fkz,LR,ZN,LR,1
8fkz,LT,MG,LT,1
8fkz,LW,ZN,LW,1
8fkz,LX,ZN,LX,1
8fkz,SA,MG,SA,1
8fkz,SR,MG,SR,1
8fkz,SV,ZN,SV,1
8fl0,LT,MG,LT,1
8fl0,NC,MG,NC,1
8fl0,SR,MG,SR,1
8fl0,SV,ZN,SV,1
8fl2,L6,MG,L6,1
8fl2,L9,MG,L9,1
8fl2,LQ,MG,LQ,1
8fl2,LR,MG,LR,1
8fl2,LR,ZN,LR,1
8fl2,LT,MG,LT,1
8fl2,LW,ZN,LW,1
8fl2,LX,ZN,LX,1
8fl2,NC,MG,NC,1
8fl2,NP,ZN,NP,1
8fl2,SF,MG,SF,1
8fl2,SV,ZN,SV,1
8fl3,L6,MG,L3,1
8fl3,L9,MG,L9,1
8fl3,LQ,MG,LQ,1
8fl3,LR,MG,LR,1
8fl3,LR,ZN,LR,1
8fl3,LT,MG,LT,1
8fl3,LW,ZN,LW,1
8fl3,LX,ZN,LX,1
8fl3,NC,MG,NC,1
8fl3,NP,ZN,NP,1
8fl3,SF,MG,SF,1
8fl3,SR,MG,SR,1
8fl3,SV,ZN,SV,1
8fl4,L6,MG,L3,1
8fl4,LQ,MG,LQ,1
8fl4,LR,ZN,LR,1
8fl4,LT,MG,LT,1
8fl4,LW,ZN,LW,1
8fl4,LX,ZN,LX,1
8fl4,NC,MG,NC,1
8fl4,NP,ZN,NP,1
8fl4,SF,MG,SF,1
8fl4,SV,ZN,SV,1
8fl6,LQ,MG,LQ,1
8fl6,LR,ZN,LR,1
8fl6,LT,MG,LT,1
8fl6,LV,ZN,LV,1
8fl6,LW,ZN,LW,1
8fl6,LX,ZN,LX,1
8fl6,NP,ZN,NP,1
8fl6,SF,MG,SF,1
8fl6,SV,ZN,SV,1
8fl7,LQ,MG,LQ,1
8fl7,LR,MG,LR,1
8fl7,LR,ZN,LR,1
8fl7,LT,MG,LT,1
8fl7,LV,ZN,LV,1
8fl7,LW,ZN,LW,1
8fl7,LX,ZN,LX,1
8fl7,NP,ZN,NP,1
8fl7,SF,MG,SF,1
8fl7,SR,MG,SR,1
8fl7,SV,ZN,SV,1
8fl9,LR,ZN,LR,1
8fl9,LT,MG,LT,1
8fl9,LV,ZN,LV,1
8fl9,LW,ZN,LW,1
8fl9,LX,ZN,LX,1
8fl9,NP,ZN,NP,1
8fl9,SF,MG,SF,1
8fl9,SR,MG,SR,1
8fl9,SV,ZN,SV,1
8fla,LQ,MG,LQ,1
8fla,LR,ZN,LR,1
8fla,LT,MG,LT,1
8fla,LV,ZN,LV,1
8fla,LW,ZN,LW,1
8fla,LX,ZN,LX,1
8fla,NP,ZN,NP,1
8fla,SF,MG,SF,1
8fla,SR,MG,SR,1
8fla,SV,ZN,SV,1
8flb,LQ,MG,LQ,1
8flb,LR,ZN,LR,1
8flb,LT,MG,LT,1
8flb,LV,ZN,LV,1
8flb,LW,ZN,LW,1
8flb,LX,ZN,LX,1
8flb,NP,ZN,NP,1
8flb,SF,MG,SF,1
8flb,SR,MG,SR,1
8flb,SV,ZN,SV,1
8flc,LQ,MG,LQ,1
8flc,LR,MG,LR,1
8flc,LR,ZN,LR,1
8flc,LT,MG,LT,1
8flc,LV,ZN,LV,1
8flc,LW,ZN,LW,1
8flc,LX,ZN,LX,1
8flc,NP,ZN,NP,1
8flc,SF,MG,SF,1
8flc,SV,ZN,SV,1
8fld,LQ,MG,LQ,1
8fld,LR,ZN,LR,1
8fld,LT,MG,LT,1
8fld,LV,ZN,LV,1
8fld,LW,ZN,LW,1
8fld,LX,ZN,LX,1
8fld,NP,ZN,NP,1
8fld,SF,MG,SF,1
8fld,SV,ZN,SV,1
8fle,LQ,MG,LQ,1
8fle,LR,MG,LR,1
8fle,LR,ZN,LR,1
8fle,LT,MG,LT,1
8fle,LV,ZN,LV,1
8fle,LW,ZN,LW,1
8fle,LX,ZN,LX,1
8fle,NP,ZN,NP,1
8fle,SF,MG,SF,1
8fle,SV,ZN,SV,1
8flf,LM,MG,LM,1
8flf,LQ,MG,LQ,1
8flf,LR,ZN,LR,1
8flf,LT,MG,LT,1
8flf,LV,ZN,LV,1
8flf,LW,ZN,LW,1
8flf,LX,ZN,LX,1
8flf,NP,ZN,NP,1
8flf,SF,MG,SF,1
8flf,SV,ZN,SV,1
8fm1,A,ZN,A,1
8fm1,B,ZN,B,1
8fm1,C,ZN,C,1
8fm1,D,ZN,D,1
8fm1,E,ZN,E,1
8fm1,F,ZN,F,1
8fm1,G,ZN,G,1
8fm1,H,ZN,H,1
8fm1,I,ZN,I,1
8fm1,J,ZN,J,1
8fm1,K,ZN,K,1
8fm1,L,ZN,L,1
8fmf,A,ZN,A,1
8fmf,A,MG,A,1
8fmf,B,ZN,B,1
8fmf,B,MG,B,1
8fmf,C,ZN,C,1
8fmf,C,MG,C,1
8fmf,D,ZN,D,1
8fmf,D,MG,D,1
8fmg,A,ZN,A,1
8fmg,A,MG,A,1
8fmg,B,ZN,B,1
8fmg,C,MG,A,2
8fmg,C,ZN,C,1
8fmg,C,MG,C,1
8fmg,D,ZN,D,1
8fmg,E,ZN,E,1
8fmg,E,MG,E,1
8fmg,F,ZN,F,1
8fmg,G,ZN,G,1
8fmg,G,MG,G,1
8fmg,H,ZN,H,1
8fmg,K,ZN,K,1
8fmg,K,MG,K,1
8fmg,L,ZN,L,1
8fmg,M,ZN,M,1
8fmg,M,MG,M,1
8fmg,N,ZN,N,1
8fmh,A,ZN,A,1
8fmh,A,MG,A,1
8fmh,B,ZN,B,1
8fmh,B,MG,B,1
8fmh,C,ZN,C,1
8fmh,C,MG,C,1
8fmh,D,ZN,D,1
8fmh,E,ZN,E,1
8fmh,E,MG,E,1
8fmh,F,ZN,F,1
8fmh,F,MG,F,1
8fmh,G,ZN,G,1
8fmh,G,MG,G,1
8fmh,H,ZN,H,1
8fmm,A,CA,A,1
8fmm,A,CA,A,2
8fmm,A,CA,A,3
8fmm,D,CA,D,1
8fmm,D,CA,D,2
8fmm,D,CA,D,3
8fmn,A,CA,A,1
8fmn,A,CA,A,2
8fmn,A,CA,A,3
8fmn,D,CA,D,1
8fmn,D,CA,D,2
8fmn,D,CA,D,3
8fmo,A,CA,A,1
8fmo,A,CA,A,2
8fmo,A,CA,A,3
8fmo,D,CA,D,1
8fmo,D,CA,D,2
8fmo,D,CA,D,3
8fmp,A,CA,A,1
8fmp,A,CA,A,2
8fmp,A,CA,A,3
8fmp,D,CA,D,1
8fmp,D,CA,D,2
8fmp,D,CA,D,3
8fmq,A,CA,A,1
8fmq,A,CA,A,2
8fmq,A,CA,A,3
8fmq,D,CA,D,1
8fmq,D,CA,D,2
8fmq,D,CA,D,3
8fmr,A,CA,A,1
8fmr,A,CA,A,2
8fmr,A,CA,A,3
8fmr,D,CA,D,1
8fmr,D,CA,D,2
8fmr,D,CA,D,3
8fms,A,CA,A,1
8fms,A,CA,A,2
8fms,A,CA,A,3
8fms,D,CA,D,1
8fms,D,CA,D,2
8fms,D,CA,D,3
8fmt,A,CA,A,1
8fmt,A,CA,A,2
8fmt,A,CA,A,3
8fmt,D,CA,D,1
8fmt,D,CA,D,2
8fmt,D,CA,D,3
8fmw,Ad,ZN,Ad,1
8fmw,Ah,ZN,Ah,1
8fmw,N,ZN,N,1
8fmw,R,ZN,R,1
8fn2,d,ZN,d,1
8fn2,h,ZN,h,1
8fn3,A,CA,A,1
8fn3,A,CA,A,2
8fn7,A,MG,A,1
8fn7,A,MG,A,2
8fn7,A,ZN,A,1
8fn7,G,MG,G,1
8fn7,G,MG,G,2
8fn7,G,ZN,G,1
8fn8,A,CA,A,1
8fn9,A,CA,A,1
8fn9,C,CA,C,1
8fn9,E,CA,E,1
8fn9,G,CA,G,1
8fna,A,CA,A,1
8fnb,A,CA,A,1
8fnb,B,CA,B,1
