PDB ID,n,N
3ctz,1.0,2
3cu0,2.0,2
3cu2,2.0,2
3cux,1.0,1
3cv2,2.0,1
3cvg,4.0,1
3cvj,4.0,2
3cwz,2.0,2
3cxk,2.0,2
3cxl,1.0,1
3cxo,2.0,2
3czj,4.0,3
3czx,4.0,2
3d00,1.0,2
3d19,6.0,6
3d1m,4.0,2
3d1r,1.0,1
3d2f,4.0,2
3d2n,1.0,1
3d2s,8.0,1
3d2z,2.0,1
3d34,2.0,2
3d3i,2.0,2
3d3l,2.0,1
3d3x,4.0,1
3d4u,2.0,2
3d68,3.0,1
3d6a,4.0,2
3d6e,2.0,1
3d6n,2.0,2
3d6w,2.0,4
3d7k,2.0,4
3d8p,2.0,1
3d94,1.0,2
3da3,2.0,2
3da8,2.0,2
3dak,4.0,4
3das,1.0,1
3day,1.0,1
3db7,1.0,2
3dbn,2.0,2
3dbr,12.0,3
3dby,20.0,6
3dc5,2.0,4
3dc6,2.0,4
3dc7,3.0,3
3dc8,2.0,4
3dci,3.0,6
3dd4,1.0,1
3ddb,2.0,1
3ddc,2.0,4
3ddh,2.0,2
3ddt,3.0,2
3ddv,4.0,4
3ded,6.0,2
3dem,2.0,2
3deq,4.0,2
3des,4.0,8
3dev,2.0,2
3df6,4.0,2
3dfi,1.0,1
3dfv,4.0,2
3dg6,1.0,2
3dgb,1.0,8
3dgg,4.0,4
3dgm,1.0,1
3dgt,1.0,1
3dgv,3.0,2
3dha,1.0,1
3dhg,6.0,3
3dhh,4.0,8
3di4,2.0,2
3die,2.0,2
3din,8.0,4
3djb,2.0,2
3djl,1.0,4
3dkv,1.0,1
3dkx,3.0,6
3dlj,2.0,1
3dlr,1.0,2
3dls,6.0,1
3dmo,4.0,4
3dni,1.0,2
3dnt,2.0,1
3doe,2.0,2
3dp4,1.0,1
3dpl,2.0,2
3dqv,6.0,3
3dr2,2.0,2
3dra,2.0,2
3dsl,2.0,2
3dt5,1.0,1
3dtb,2.0,2
3dtk,1.0,1
3dtn,2.0,2
3dty,4.0,4
3dug,8.0,8
3dus,4.0,2
3dv0,10.0,5
3dv9,1.0,1
3dwb,1.0,1
3dwc,4.0,2
3dwd,2.0,2
3dx5,1.0,2
3dxp,1.0,2
3dxs,1.0,1
3dy7,1.0,1
3dza,4.0,4
3dzc,2.0,2
3dzm,3.0,1
3dzy,6.0,2
3e02,1.0,4
3e03,3.0,2
3e1v,2.0,2
3e1z,2.0,2
3e27,4.0,2
3e28,6.0,2
3e2i,1.0,4
3e2t,1.0,1
3e2v,2.0,1
3e32,2.0,1
3e35,1.0,3
3e38,2.0,4
3e3f,2.0,4
3e3g,6.0,4
3e3r,2.0,2
3e3z,1.0,1
3e48,2.0,2
3e49,4.0,4
3e4c,2.0,2
3e4d,6.0,2
3e4o,2.0,2
3e54,6.0,2
3e5h,1.0,2
3e5z,2.0,1
3e6k,2.0,1
3e79,1.0,1
3e7f,2.0,1
3e7g,4.0,2
3e7j,2.0,2
3e80,3.0,1
3e81,4.0,4
3e8l,3.0,3
3ea0,2.0,2
3ea2,2.0,1
3ea5,4.0,2
3ea6,1.0,1
3ead,4.0,1
3eaf,1.0,1
3eb5,1.0,2
3ecq,2.0,1
3ect,1.0,3
3edf,2.0,2
3edi,1.0,1
3edv,2.0,2
3edy,1.0,1
3ee5,3.0,1
3ee6,2.0,2
3eed,2.0,4
3eef,2.0,4
3eer,1.0,2
3ef4,3.0,1
3ef7,2.0,1
3eg9,3.0,2
3egh,6.0,4
3eh1,1.0,1
3eh2,3.0,1
3ehf,4.0,2
3ehg,1.0,1
3ehj,2.0,2
3ehw,6.0,3
3eih,3.0,1
3eii,4.0,1
3ek4,1.0,1
3ekg,2.0,8
3ekz,1.0,4
3emr,1.0,1
3en8,1.0,2
3en9,2.0,1
3eno,6.0,3
3eo3,3.0,2
3eph,4.0,1
3epk,4.0,2
3epm,2.0,2
3eps,2.0,1
3epz,2.0,1
3eqb,1.0,2
3eqc,1.0,1
3eqh,1.0,2
3eqn,2.0,1
3eqt,4.0,2
3erc,8.0,2
3erx,2.0,2
3esf,4.0,2
3esj,1.0,3
3esx,2.0,1
3etj,2.0,2
3eto,2.0,1
3eu3,1.0,1
3euj,2.0,4
3euk,8.0,3
3evk,4.0,4
3ew9,1.0,1
3ewc,1.0,1
3ewf,8.0,4
3exh,8.0,4
3exl,3.0,4
3exm,1.0,1
3ext,1.0,2
3ey7,2.0,2
3eya,12.0,4
3eyv,4.0,4
3eyw,2.0,2
3eyx,2.0,2
3eyy,2.0,2
3ez5,6.0,1
3ez9,2.0,2
3f11,1.0,1
3f1t,4.0,4
3f2d,3.0,1
3f2k,3.0,1
3f3q,1.0,1
3f5v,2.0,1
3f61,1.0,1
3f6g,2.0,2
3f6u,2.0,2
3f6y,1.0,2
3f79,6.0,2
3f7g,5.0,1
3f7k,1.0,2
3f7o,4.0,1
3f85,1.0,1
3f8h,2.0,2
3f8n,2.0,2
3f9k,36.0,3
3f9o,1.0,1
3f9r,2.0,1
3fa3,16.0,4
3fa5,2.0,2
3fah,1.0,1
3fav,4.0,2
3fax,1.0,1
3fb4,1.0,1
3fbm,1.0,6
3fbs,2.0,2
3fby,3.0,1
3fc3,4.0,2
3fcm,2.0,2
3fcp,8.0,8
3fct,4.0,2
3fcx,2.0,2
3fcy,3.0,6
3fd2,3.0,1
3fd3,1.0,2
3fd5,2.0,2
3fdg,2.0,2
3fdo,2.0,2
3fe4,2.0,1
3fe5,1.0,1
3fec,1.0,2
3fef,4.0,4
3feg,1.0,2
3feh,1.0,1
3fes,4.0,1
3feu,1.0,1
3ff8,4.0,4
3ffu,2.0,2
3ffz,2.0,1
3fg4,4.0,4
3fg6,8.0,1
3fga,5.0,4
3fge,1.0,2
3fgg,2.0,2
3fi8,1.0,1
3fia,1.0,1
3fid,2.0,1
3fie,4.0,2
3fii,2.0,1
3fij,8.0,8
3fiu,4.0,2
3fj4,2.0,2
3fkh,6.0,2
3fkq,1.0,2
3fl2,1.0,1
3flk,4.0,2
3flo,12.0,2
3fm2,2.0,2
3fm5,4.0,4
3fm8,4.0,2
3fmg,3.0,9
3fmr,2.0,1
3fmu,1.0,1
3fnb,2.0,2
3fns,2.0,2
3fp2,2.0,1
3fp5,1.0,1
3fpa,4.0,4
3fpc,4.0,4
3fpi,1.0,3
3fpl,1.0,4
3fpw,1.0,8
3fqd,2.0,2
3fqq,2.0,2
3fr8,2.0,2
3frp,3.0,3
3fs7,8.0,1
3fsr,4.0,4
3fsy,5.0,3
3ftq,4.0,1
3fu1,2.0,2
3fu7,2.0,2
3fv9,8.0,8
3fvd,2.0,8
3fvi,4.0,1
3fvq,2.0,2
3fvz,1.0,1
3fw4,3.0,1
3fwa,1.0,1
3fws,2.0,2
3fwx,2.0,1
3fx6,3.0,3
3fxg,8.0,8
3fyb,2.0,2
3fyh,1.0,1
3fym,1.0,1
3fyo,4.0,4
3fz0,4.0,4
3fz3,6.0,6
3fz5,4.0,2
3fzx,1.0,2
3g0a,1.0,1
3g0k,1.0,2
3g1b,4.0,2
3g1c,1.0,2
3g20,2.0,1
3g27,1.0,2
3g3n,1.0,1
3g3y,3.0,2
3g4e,2.0,2
3g4f,2.0,1
3g4x,3.0,6
3g5c,2.0,1
3g5k,4.0,4
3g5m,2.0,2
3g5w,6.0,3
3g6n,4.0,1
3g6q,4.0,4
3g6w,4.0,4
3g73,4.0,2
3g7l,2.0,1
3g8c,2.0,1
3g8q,4.0,2
3g8r,2.0,2
3g8u,4.0,2
3g9d,2.0,1
3ga3,1.0,1
3ga8,1.0,1
3gaz,2.0,2
3gb6,2.0,2
3gbh,4.0,4
3gbo,1.0,1
3gc9,2.0,1
3gcm,6.0,3
3gcw,3.0,3
3gdc,3.0,3
3gdf,4.0,4
3ge8,8.0,4
3gf0,1.0,3
3gfl,1.0,2
3gg1,2.0,2
3gg7,1.0,1
3ggd,1.0,1
3ggl,1.0,1
3ghg,20.0,6
3giq,2.0,1
3git,6.0,1
3giu,2.0,2
3gj7,4.0,1
3gj9,4.0,1
3gl6,2.0,2
3gl9,4.0,1
3gli,16.0,5
3glj,1.0,1
3glr,2.0,2
3gme,2.0,3
3gn6,4.0,1
3go6,2.0,2
3go9,1.0,1
3gob,3.0,3
3goc,2.0,2
3god,4.0,4
3goe,1.0,1
3gp9,6.0,6
3gpe,1.0,1
3gps,4.0,4
3gq7,1.0,3
3gq8,1.0,6
3gqc,12.0,1
3gri,2.0,1
3gs2,4.0,3
3gsh,2.0,1
3gsi,1.0,4
3gtg,13.0,10
3gtt,6.0,2
3gu7,1.0,1
3guc,2.0,2
3guw,4.0,2
3gve,2.0,2
3gw6,6.0,3
3gxo,4.0,2
3gy1,2.0,8
3gyb,2.0,2
3gyg,4.0,4
3gyr,12.0,6
3gyy,4.0,1
3gze,6.0,2
3h08,2.0,1
3h0n,1.0,2
3h0r,24.0,3
3h15,2.0,1
3h1e,1.0,1
3h1s,2.0,2
3h1y,1.0,1
3h2p,2.0,2
3h2w,1.0,1
3h36,1.0,2
3h3e,1.0,1
3h3p,6.0,2
3h50,1.0,2
3h5n,4.0,4
3h67,2.0,1
3h6g,2.0,2
3h70,1.0,1
3h7c,1.0,1
3h7h,2.0,2
3h7j,2.0,1
3h7t,2.0,1
3h7v,1.0,1
3h80,1.0,2
3h81,3.0,6
3h87,4.0,8
3h8g,6.0,6
3h90,4.0,2
3h9d,2.0,2
3h9f,1.0,4
3h9j,8.0,2
3hah,2.0,2
3haj,2.0,2
3hb1,4.0,1
3hbu,2.0,1
3hbv,2.0,1
3hbz,1.0,1
3hc1,1.0,1
3hc3,2.0,2
3hc8,1.0,1
3hci,2.0,1
3hcs,2.0,2
3hcu,4.0,2
3hdb,2.0,1
3hdg,4.0,2
3hdi,4.0,2
3hdl,1.0,1
3hf1,2.0,2
3hfb,1.0,1
3hff,1.0,1
3hft,1.0,2
3hh8,1.0,1
3hhi,2.0,1
3hhj,2.0,1
3hhs,2.0,2
3hhy,1.0,2
3hi2,4.0,2
3hi6,6.0,6
3hii,2.0,2
3hix,3.0,1
3hiy,2.0,1
3hjb,4.0,2
3hjr,1.0,1
3hk7,12.0,7
3hk8,2.0,6
3hk9,12.0,8
3hka,3.0,3
3hko,1.0,1
3hl0,2.0,2
3hly,3.0,1
3hm2,8.0,4
3hm7,6.0,2
3hmf,1.0,2
3hn8,3.0,1
3hnm,4.0,1
3ho5,3.0,2
3hpa,2.0,1
3hpf,2.0,2
3hpg,12.0,8
3hps,2.0,2
3hpy,4.0,4
3hq2,2.0,2
3hq7,1.0,2
3hq9,2.0,2
3hqh,2.0,1
3hqo,4.0,2
3hqp,16.0,1
3hr4,8.0,2
3hr6,1.0,1
3hrd,8.0,8
3hru,2.0,2
3hs0,8.0,8
3hsv,3.0,2
3ht2,2.0,2
3htk,3.0,3
3htn,3.0,3
3htr,2.0,2
3htw,1.0,1
3htx,6.0,1
3hug,20.0,4
3hvd,8.0,8
3hvr,6.0,1
3hwp,2.0,2
3hws,6.0,6
3hx6,2.0,2
3hxm,3.0,1
3hxy,1.0,1
3hy6,1.0,1
3hyk,3.0,3
3hyp,2.0,2
3hyt,3.0,3
3hz2,4.0,1
3hzb,8.0,2
3hzh,2.0,2
3hzt,1.0,1
3hzy,2.0,2
3i08,4.0,2
3i0g,1.0,2
3i0o,1.0,1
3i2b,12.0,3
3i2d,1.0,1
3i3t,8.0,2
3i3w,2.0,2
3i46,2.0,1
3i4i,2.0,1
3i4k,8.0,2
3i4p,1.0,8
3i57,2.0,1
3i5f,3.0,3
3i6b,4.0,4
3i6e,8.0,2
3i6t,4.0,8
3i76,3.0,1
3i8b,1.0,1
3i8v,2.0,2
3i9f,2.0,2
3i9g,2.0,2
3i9h,8.0,1
3ia7,2.0,2
3iab,3.0,2
3iad,4.0,1
3iai,4.0,2
3iam,16.0,8
3iay,3.0,1
3ib8,1.0,2
3ibj,2.0,2
3ibm,2.0,2
3ibs,2.0,2
3ibv,2.0,1
3ibz,1.0,1
3ic4,1.0,1
3icb,1.0,1
3icf,2.0,2
3icj,1.0,1
3icq,6.0,2
3idq,1.0,1
3idu,2.0,1
3idv,1.0,1
3ie7,1.0,2
3ie9,1.0,3
3iea,1.0,1
3ieh,1.0,1
3iel,4.0,1
3if1,4.0,4
3ife,1.0,2
3ifu,1.0,2
3ifx,4.0,8
3ig4,6.0,6
3ig8,1.0,1
3igd,1.0,2
3igz,1.0,1
3ihk,3.0,2
3ihp,4.0,2
3ii1,1.0,1
3iib,1.0,2
3iie,2.0,2
3iil,1.0,1
3ij6,4.0,2
3ijf,1.0,2
3iji,2.0,2
3ijr,8.0,4
3ijy,4.0,2
3ik2,1.0,1
3ikr,3.0,3
3ild,1.0,1
3ilf,1.0,1
3ilm,4.0,2
3iln,2.0,1
3im9,1.0,1
3imd,2.0,1
3imi,4.0,2
3in9,1.0,1
3io2,1.0,1
3io3,1.0,1
3iox,1.0,1
3ip0,1.0,2
3ip7,1.0,1
3ipr,6.0,2
3ipx,1.0,1
3iqe,6.0,6
3iqw,2.0,2
3ir2,2.0,1
3ir9,2.0,2
3irb,2.0,1
3irh,4.0,4
3is5,6.0,6
3isv,2.0,1
3it5,4.0,1
3iu6,1.0,1
3iu7,1.0,1
3iuc,2.0,1
3iuf,1.0,1
3iuk,2.0,1
3iuu,1.0,1
3ive,1.0,1
3ivt,2.0,2
3ixc,1.0,3
3j16,12.0,9
3j41,6.0,6
3j9c,1.0,7
3j9d,1.0,1
3j9s,1.0,1
3jbr,4.0,4
3jbx,12.0,4
3jbz,1.0,1
3jck,9.0,9
3jpy,1.0,1
3jq1,2.0,1
3jqw,3.0,1
3jr2,4.0,2
3jr5,3.0,1
3jr8,2.0,2
3jru,2.0,6
3js4,4.0,1
3jtx,2.0,2
3ju2,1.0,2
3ju7,2.0,2
3jue,2.0,1
3juk,4.0,4
3jv2,4.0,1
3jva,8.0,8
3jvv,3.0,6
3jw7,8.0,1
3jwg,1.0,1
3jwp,1.0,3
3jwr,4.0,1
3jxp,1.0,1
3jyf,2.0,1
3jyg,6.0,3
3jys,1.0,1
3jz0,2.0,2
3jze,4.0,4
3jzu,8.0,2
3jzv,1.0,2
3k0c,6.0,6
3k1e,2.0,2
3k1l,2.0,1
3k1s,9.0,3
3k1u,1.0,1
3k21,1.0,2
3k28,4.0,2
3k2g,4.0,4
3k2p,2.0,1
3k3q,3.0,6
3k3w,2.0,2
3k4i,3.0,3
3k4z,1.0,1
3k59,3.0,1
3k5h,4.0,2
3k5s,2.0,2
3k5x,1.0,2
3k6d,1.0,1
3k6i,1.0,1
3k6j,1.0,1
3k71,8.0,8
3k7l,1.0,1
3k7n,1.0,1
3k7r,12.0,3
3k7v,2.0,2
3k8m,2.0,1
3k9j,2.0,2
3k9s,4.0,2
3k9t,1.0,3
3kaa,2.0,1
3kal,2.0,2
3kao,1.0,2
3kb1,2.0,2
3kb2,2.0,2
3kb8,4.0,4
3kbf,1.0,2
3kcg,3.0,3
3kcp,2.0,2
3kd3,2.0,1
3kde,3.0,1
3kdk,2.0,2
3kdp,6.0,2
3ke6,2.0,1
3kee,8.0,2
3keo,2.0,2
3kew,2.0,1
3kez,2.0,1
3kf9,4.0,1
3kfe,8.0,8
3kfj,1.0,2
3kfl,1.0,1
3kfu,14.0,10
3kg6,4.0,2
3kga,1.0,1
3kgz,2.0,2
3kh1,2.0,2
3khc,4.0,2
3khe,2.0,1
3khi,1.0,1
3ki9,1.0,1
3kj4,6.0,3
3kji,2.0,2
3kk8,1.0,2
3kkf,1.0,2
3kki,2.0,2
3kkt,2.0,2
3kl6,2.0,2
3kl7,1.0,1
3klc,2.0,2
3kll,1.0,1
3km1,2.0,2
3km5,2.0,1
3kmv,8.0,1
3kn7,1.0,1
3knv,1.0,1
3ko0,20.0,2
3ko2,8.0,2
3kol,1.0,2
3kpt,2.0,1
3kpx,1.0,1
3kq4,6.0,2
3kqg,6.0,3
3kqi,2.0,1
3kqn,2.0,1
3kqu,8.0,3
3krw,3.0,3
3ks5,2.0,1
3ks9,2.0,1
3kst,2.0,1
3ksv,1.0,2
3kt7,1.0,2
3kta,4.0,2
3ktb,4.0,4
3ktc,2.0,4
3ktn,1.0,6
3ktw,4.0,1
3kv4,2.0,1
3kv6,2.0,1
3kve,4.0,4
3kvt,1.0,4
3kw7,2.0,1
3kwc,6.0,3
3kwd,1.0,3
3kws,2.0,2
3kya,1.0,2
3kyc,3.0,3
3kyd,3.0,3
3kz1,4.0,2
3kzp,2.0,2
3kzq,6.0,2
3l0a,1.0,3
3l0s,2.0,1
3l11,1.0,1
3l12,2.0,2
3l19,2.0,2
3l1e,1.0,2
3l1t,4.0,2
3l22,1.0,1
3l23,1.0,1
3l24,3.0,3
3l26,3.0,4
3l2c,3.0,1
3l2n,2.0,4
3l4k,5.0,1
3l6n,1.0,1
3l7f,6.0,2
3l7g,3.0,2
3l7t,4.0,2
3l7x,1.0,2
3l7y,1.0,1
3l87,1.0,1
3l8g,1.0,1
3l8h,4.0,1
3l95,6.0,4
3l9b,1.0,1
3l9x,2.0,2
3l9y,2.0,2
3la4,1.0,6
3la6,16.0,8
3lac,2.0,2
3lag,2.0,2
3las,2.0,2
3lat,2.0,1
3lb6,4.0,2
3lcn,4.0,1
3ldb,3.0,3
3ldw,4.0,2
3ldy,3.0,2
3lec,1.0,1
3lee,6.0,1
3ley,3.0,2
3lez,1.0,1
3lf1,2.0,4
3lgg,2.0,2
3lgy,1.0,3
3lhl,1.0,1
3li2,2.0,1
3li6,4.0,3
3lij,1.0,1
3lir,1.0,1
3liz,3.0,3
3lj0,2.0,2
3lj9,2.0,2
3ljt,1.0,1
3lkm,1.0,1
3lkv,1.0,2
3ll8,5.0,2
3lle,2.0,4
3llm,2.0,2
3llu,1.0,4
3llx,1.0,2
3lm9,1.0,2
3lmc,1.0,1
3lmg,2.0,1
3lmk,2.0,2
3lmm,4.0,1
3lms,2.0,2
3lnl,2.0,6
3lnn,2.0,1
3lnp,1.0,2
3lon,4.0,1
3lop,1.0,1
3lor,4.0,4
3lot,4.0,4
3loy,3.0,2
3lp1,2.0,4
3lp9,4.0,2
3lpa,1.0,1
3lpe,8.0,2
3lq0,1.0,1
3lq4,2.0,2
3lqb,1.0,1
3lqi,6.0,1
3lre,2.0,1
3lrq,4.0,2
3ls1,2.0,1
3ls6,2.0,2
3lsc,2.0,2
3lsw,1.0,2
3ltb,1.0,2
3ltl,2.0,1
3lu2,2.0,2
3lub,12.0,6
3luf,2.0,2
3lum,4.0,2
3luo,2.0,1
3luu,1.0,1
3luz,2.0,2
3lv4,2.0,1
3lv8,1.0,2
3lvq,1.0,1
3lvt,1.0,1
3lwa,1.0,1
3lwu,1.0,4
3lxx,1.0,2
3ly0,2.0,1
3ly5,2.0,1
3lyb,4.0,3
3lyr,1.0,1
3lze,1.0,6
3lzk,4.0,2
3m07,1.0,1
3m0a,4.0,4
3m0e,7.0,7
3m0j,1.0,4
3m0w,10.0,10
3m1d,2.0,1
3m1h,4.0,1
3m1m,1.0,1
3m1r,6.0,6
3m1y,4.0,2
3m3f,1.0,2
3m49,2.0,2
3m4b,4.0,2
3m4r,1.0,1
3m4w,8.0,4
3m52,2.0,2
3m5a,2.0,1
3m6i,2.0,4
3m6l,1.0,2
3m6m,6.0,6
3m6y,4.0,4
3m6z,2.0,1
3m7n,12.0,9
3m7p,1.0,2
3m81,6.0,6
3m8d,1.0,1
3m9e,8.0,2
3m9g,1.0,1
3ma2,4.0,2
3mao,1.0,1
3mat,2.0,1
3mbc,2.0,1
3mbg,3.0,2
3mbj,1.0,6
3mbm,3.0,3
3mbo,8.0,2
3mbr,1.0,1
3mcn,2.0,1
3mco,2.0,1
3mcr,1.0,1
3mcx,1.0,1
3mcy,4.0,1
3mdj,3.0,1
3mdo,2.0,2
3mdu,1.0,2
3mdw,4.0,1
3mel,4.0,2
3men,4.0,2
3meq,4.0,4
3mes,2.0,2
3mey,2.0,2
3mfq,3.0,1
3mfu,1.0,1
3mga,2.0,1
3mhs,5.0,5
3mhx,2.0,2
3mhy,3.0,3
3mia,3.0,3
3miu,2.0,2
3mj5,2.0,1
3mk1,1.0,2
3mk7,16.0,4
3mkn,4.0,4
3mkv,8.0,8
3mkz,8.0,2
3mle,6.0,2
3mli,4.0,2
3mln,5.0,2
3mlp,8.0,2
3mmh,2.0,2
3mmo,2.0,6
3mmz,4.0,8
3mn8,4.0,1
3mnd,2.0,2
3mo0,2.0,1
3mp2,1.0,1
3mp3,6.0,2
3mpb,2.0,2
3mpv,2.0,3
3mpz,4.0,4
3mq4,1.0,2
3mqt,24.0,8
3mru,2.0,1
3mse,1.0,2
3msu,2.0,2
3msx,2.0,2
3mt5,1.0,1
3mtc,1.0,3
3mtw,1.0,2
3mup,4.0,4
3mvs,1.0,1
3mw3,1.0,1
3mw4,3.0,1
3mwb,2.0,4
3mwc,1.0,2
3mwm,2.0,2
3mx2,3.0,1
3mx3,2.0,1
3mx6,2.0,1
3mxa,5.0,1
3mxw,3.0,3
3my9,1.0,8
3myr,8.0,2
3myw,3.0,3
3myy,2.0,2
3mz8,2.0,1
3mzo,3.0,6
3mzt,6.0,1
3n07,4.0,4
3n0a,1.0,1
3n0g,2.0,1
3n10,2.0,2
3n1e,2.0,1
3n1g,4.0,2
3n1r,1.0,1
3n1u,1.0,4
3n25,8.0,4
3n2c,16.0,8
3n2n,6.0,6
3n36,1.0,1
3n37,1.0,2
3n3b,4.0,4
3n3k,2.0,2
3n3t,2.0,2
3n3u,1.0,1
3n4e,2.0,8
3n4q,4.0,2
3n55,2.0,6
3n5a,1.0,1
3n5f,2.0,2
3n5p,2.0,2
3n62,2.0,2
3n6h,4.0,4
3n6q,8.0,4
3n6w,1.0,2
3n71,1.0,1
3n7d,2.0,2
3n7x,1.0,1
3n91,1.0,1
3n9b,2.0,1
3n9k,1.0,1
3n9q,3.0,1
3n9t,1.0,2
3na5,2.0,2
3na6,1.0,6
3na7,1.0,1
3na8,4.0,4
3na9,2.0,2
3nai,3.0,2
3nbb,6.0,2
3nby,6.0,3
3nc0,6.0,5
3nc3,2.0,1
3ncq,3.0,3
3ne8,1.0,2
3neh,2.0,1
3nfu,2.0,2
3ngf,2.0,1
3ngj,4.0,4
3ngo,2.0,1
3ngw,1.0,2
3nh4,1.0,2
3nhz,4.0,1
3nih,2.0,1
3nik,5.0,1
3nio,6.0,6
3niq,2.0,6
3niw,1.0,1
3niz,1.0,1
3njn,4.0,1
3nju,1.0,1
3njv,1.0,1
3nkv,2.0,1
3nm1,6.0,6
3nm7,4.0,2
3nmn,4.0,2
3nmv,2.0,2
3nnf,1.0,2
3nng,2.0,1
3nnn,2.0,2
3nnq,2.0,4
3nns,2.0,2
3no1,6.0,6
3no3,1.0,1
3no5,6.0,2
3noi,2.0,2
3nok,2.0,1
3nom,2.0,1
3nqn,2.0,2
3nqw,2.0,2
3nqx,1.0,1
3nqy,2.0,2
3nrj,12.0,4
3nte,2.0,2
3ntl,2.0,2
3ntu,1.0,6
3nty,1.0,1
3nur,1.0,1
3nvl,2.0,1
3nvn,2.0,2
3nvo,2.0,2
3nvs,1.0,1
3nwi,5.0,5
3nx3,2.0,2
3nxl,4.0,2
3ny0,4.0,4
3nyb,2.0,2
3nz2,12.0,6
3nze,2.0,2
3nzg,4.0,8
3o03,1.0,4
3o0f,1.0,1
3o0m,2.0,2
3o0x,2.0,1
3o14,2.0,1
3o1r,3.0,1
3o2e,1.0,1
3o3p,2.0,2
3o47,2.0,2
3o4y,1.0,2
3o5c,4.0,2
3o5u,2.0,2
3o61,4.0,2
3o64,2.0,1
3o6x,6.0,6
3o70,1.0,2
3o7a,2.0,1
3o7u,1.0,6
3o8b,2.0,1
3o8d,2.0,2
3o94,4.0,4
3o9p,1.0,1
3o9x,4.0,2
3oa4,1.0,2
3oaa,32.0,8
3oab,4.0,4
3oac,4.0,2
3oaj,2.0,1
3ob8,4.0,4
3obk,8.0,8
3oce,4.0,4
3od2,2.0,4
3od8,16.0,2
3ode,6.0,1
3odh,8.0,2
3oes,1.0,1
3ogh,2.0,2
3ohe,2.0,2
3oi7,4.0,2
3oj4,6.0,3
3oj6,4.0,4
3oj7,1.0,2
3ojc,4.0,4
3ojg,1.0,2
3ojy,3.0,3
3ol7,16.0,1
3om4,4.0,1
3omb,1.0,1
3ome,6.0,6
3omy,2.0,2
3opk,3.0,3
3opu,6.0,1
3opx,1.0,1
3oq3,2.0,2
3oqq,1.0,1
3or3,6.0,2
3orj,1.0,1
3orq,2.0,2
3oru,1.0,2
3orv,6.0,6
3orw,2.0,1
3oss,2.0,2
3osu,2.0,4
3otb,2.0,4
3oum,1.0,1
3oun,2.0,2
3ous,1.0,4
3ouu,2.0,2
3ouz,2.0,1
3ovg,6.0,6
3ow5,1.0,3
3owf,1.0,2
3ox5,6.0,1
3ox6,6.0,1
3oya,4.0,4
3oyo,2.0,1
3oyp,6.0,1
3oyr,2.0,2
3oyz,1.0,3
3oz1,4.0,1
3ozg,4.0,4
3ozm,8.0,8
3ozx,2.0,1
3ozy,2.0,2
3p0f,1.0,2
3p0w,4.0,2
3p1v,2.0,2
3p23,4.0,1
3p24,4.0,1
3p2a,4.0,1
3p2u,2.0,2
3p2y,1.0,2
3p41,1.0,2
3p43,1.0,1
3p4g,4.0,1
3p57,13.0,7
3p5c,3.0,3
3p5r,2.0,1
3p6b,2.0,2
3p71,2.0,2
3p75,1.0,1
3p85,1.0,6
3p8b,4.0,2
3p93,8.0,8
3pao,2.0,1
3pb9,1.0,1
3pbe,2.0,3
3pdd,1.0,1
3pde,4.0,2
3pe0,2.0,1
3pe7,1.0,1
3pe8,1.0,6
3pen,1.0,1
3pf2,1.0,1
3pfe,1.0,2
3pff,1.0,1
3pfo,2.0,2
3pfq,1.0,1
3pfr,4.0,2
3pgb,1.0,2
3pgv,4.0,1
3phd,8.0,6
3pht,2.0,4
3phx,2.0,2
3pif,4.0,1
3pih,2.0,2
3pir,1.0,1
3pjn,2.0,2
3pjz,2.0,2
3pk0,4.0,4
3pki,6.0,3
3pkq,4.0,2
3pky,4.0,2
3plf,4.0,1
3pls,1.0,1
3plw,1.0,1
3pm5,4.0,1
3pm6,2.0,2
3pm8,2.0,2
3pmq,1.0,1
3pn3,2.0,1
3pni,2.0,1
3pnl,2.0,4
3pnu,2.0,2
3pnz,6.0,1
3poa,2.0,1
3pob,4.0,1
3poi,2.0,3
3poj,2.0,6
3pov,3.0,1
3pp5,1.0,3
3ppc,2.0,1
3ppe,2.0,2
3ppi,4.0,4
3pps,4.0,1
3ppv,1.0,1
3pqh,2.0,3
3pqi,1.0,3
3pso,2.0,1
3psq,2.0,1
3pt6,6.0,1
3ptq,2.0,1
3pty,1.0,2
3pu7,2.0,2
3pu8,2.0,1
3pu9,2.0,2
3puw,5.0,5
3pw3,6.0,6
3pw9,1.0,1
3px0,6.0,1
3py7,1.0,1
3pz0,4.0,1
3pzl,3.0,6
3pzt,2.0,1
3q01,2.0,2
3q02,2.0,2
3q06,6.0,4
3q09,20.0,5
3q13,1.0,1
3q15,4.0,4
3q1d,1.0,2
3q1k,4.0,2
3q1o,4.0,2
3q23,4.0,1
3q2h,2.0,1
3q2j,2.0,2
3q2l,2.0,2
3q2q,1.0,2
3q2r,1.0,1
3q2v,2.0,2
3q2w,1.0,2
3q31,2.0,2
3q3g,12.0,3
3q3q,1.0,2
3q3u,1.0,1
3q4d,9.0,1
3q4g,2.0,2
3q4q,1.0,2
3q4w,1.0,6
3q53,1.0,1
3q5e,4.0,1
3q5i,1.0,1
3q6d,4.0,1
3q6j,2.0,2
3q72,2.0,1
3q7a,2.0,2
3q7j,2.0,1
3q84,6.0,2
3q86,2.0,3
3q87,2.0,2
3q8c,1.0,1
3q8f,1.0,1
